Año,Mes,Ingresos Totales Predichos
2026,Enero,281942672.0
2026,Febrero,266020322.0
2026,Marzo,266020322.0
2026,Abril,281942672.0
2026,Mayo,313121268.0
2026,Junio,300439532.0
2026,Julio,313121268.0
2026,Agosto,313121268.0
2026,Septiembre,306268484.0
2026,Octubre,312335318.0
2026,Noviembre,312335318.0
2026,Diciembre,312335318.0
