Año,Mes,Ingresos Totales Predichos
2026,Enero,349009906.4801702
2026,Febrero,327135903.1023119
2026,Marzo,347095939.93726045
2026,Abril,354075033.0257472
2026,Mayo,356709567.4005605
2026,Junio,332890426.0028354
2026,Julio,352668927.1533226
2026,Agosto,346998212.0013716
2026,Septiembre,343825974.70125383
2026,Octubre,336613079.1571628
2026,Noviembre,344129577.4354642
2026,Diciembre,337753172.7079726
